name,price,stars,rating_count,feature_bullets,images,variant_data
"Apple iPad (9th Generation): with A13 Bionic chip, 10.2-inch Retina Display, 64GB, Wi-Fi, 12MP front/8MP Back Camera, Touch ID, All-Day Battery Life – Silver",$,4.8 out of 5 stars,"43,127 global ratings","WHY IPAD — All the essentials in the most affordable iPad, with a beautiful 10.2-inch Retina display, powerful A13 Bionic chip, and an Ultra Wide front camera with Center Stage. Work, play, create, learn, stay connected, and more.,IPADOS + APPS — iPadOS makes iPad more productive, intuitive, and versatile. With iPadOS, run multiple apps at once, use Apple Pencil to write in any text field with Scribble, and edit and share photos. iPad comes with essential apps like Safari, Messages, and Keynote, with over a million more apps available on the App Store.,FAST WI-FI CONNECTIVITY — Fast Wi-Fi keeps you connected at home, work, school, or wherever you go with your iPad.,PERFORMANCE AND STORAGE — The A13 Bionic chip gives you the graphics performance you need. And with all-day battery life, iPad is perfect for playing immersive games and more. Choose from 64GB or 256GB storage options.,APPLE PENCIL AND SMART KEYBOARD — Apple Pencil (1st generation) transforms iPad into an immersive drawing canvas and the world’s best note‑taking device. The Smart Keyboard features a comfortable typing experience and folds into a slim, lightweight cover for protection.,10.2-INCH RETINA DISPLAY — With incredible detail and vivid colors, it’s perfect for watching movies or drawing your next masterpiece. True Tone adjusts the display to the color temperature of the room to make viewing comfortable in any light.,UNLOCK AND PAY WITH TOUCH ID — Touch ID is built into the top button, so you can use your fingerprint to unlock your iPad, sign in to apps, and make payments securely with Apple Pay.,FRONT AND BACK CAMERAS — iPad features a 12MP Ultra Wide front camera that supports Center Stage for videoconferencing and selfies. The 8MP Wide back camera is perfect for capturing photos, 1080p HD video, and scanning documents.,LEGAL DISCLAIMERS — This is a summary of the main product features.","[{'hiRes': 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31Sl-1fQs9L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Sl-1fQs9L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61PnHlc0HCL._AC_SX679_.jpg': [679, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31UAFd85x7L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31UAFd85x7L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61LQHKqQTEL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31He7DvgYAL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31He7DvgYAL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81h2hRZ2JYL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/51t1SNQB5mL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/51t1SNQB5mL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81kHk09wgYL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/417hgJ0dZtL._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/417hgJ0dZtL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/81tumGZnBpL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31DxQ-0EN8L._AC_SR38,50_.jpg', 'large': 'https://m.media-amazon.com/images/I/31DxQ-0EN8L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX342_.jpg': [342, 342], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX385_.jpg': [385, 385], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61uTpa5c20L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}]","{""B09G91TLNJ"":[""WiFi"",""256GB"",""Silver""],""B09G9GLLRN"":[""WiFi + Cellular"",""64GB"",""Space Gray""],""B09G96TFF7"":[""WiFi"",""256GB"",""Space Gray""],""B09G9CJM1Z"":[""WiFi"",""64GB"",""Silver""],""B09G9FPHY6"":[""WiFi"",""64GB"",""Space Gray""],""B09G97CV82"":[""WiFi + Cellular"",""256GB"",""Silver""],""B09G9LD3HC"":[""WiFi + Cellular"",""64GB"",""Silver""],""B09G96P9RM"":[""WiFi + Cellular"",""256GB"",""Space Gray""]}"
Apple iPad Air 16GB WiFi Tablet - Space Gray (Renewed),$95.00,3.8 out of 5 stars,459 global ratings,,"[{'hiRes': 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/411vK+XR2mL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/411vK+XR2mL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/71vFCvW6aKL._AC_SX679_.jpg': [509, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31lH9whFFvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31lH9whFFvL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY355_.jpg': [355, 266], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY450_.jpg': [450, 338], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY550_.jpg': [550, 413], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY606_.jpg': [606, 455], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY679_.jpg': [679, 509], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY741_.jpg': [741, 556], 'https://m.media-amazon.com/images/I/71k6YquNPJL._AC_SY879_.jpg': [879, 659]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31rnqFlYa2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31rnqFlYa2L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/81w+n4GHkDL._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31bdrOpdk6L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31bdrOpdk6L._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX355_.jpg': [266, 355], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX450_.jpg': [338, 450], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX425_.jpg': [319, 425], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX466_.jpg': [350, 466], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX522_.jpg': [392, 522], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX569_.jpg': [427, 569], 'https://m.media-amazon.com/images/I/81Til8tzm8L._AC_SX679_.jpg': [509, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}]",
"Apple iPad (5thGEneration) Wi-Fi, 128GB - Space Gray (Renewed)",$170.00,4.6 out of 5 stars,"2,871 global ratings","IOS 11 Operating System; A9 Chip with 64-bit architecture and embedded M9 coprocessor,9.7-inch (diagonal) LED-backlit Multi-Touch Retina Display with IPS Technology (2048 x 1536 Resolution at 264 ppi) with Fingerprint-Resistant Oleophobic Coating,8 Megapixel Camera with Autofocus, Backside Illumination and Panorama (up to 43MP),Wi-Fi and Bluetooth 4.2 Technology, FaceTime HD Camera, and Four-Speaker Audio","[{'hiRes': 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41jaIzvK5ZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jaIzvK5ZL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SY355_.jpg': [355, 308], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SY450_.jpg': [450, 391], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX425_.jpg': [490, 425], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX466_.jpg': [537, 466], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX522_.jpg': [601, 522], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX569_.jpg': [656, 569], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX679_.jpg': [782, 679]}, 'variant': 'MAIN', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41zs4ELONoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41zs4ELONoL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX355_.jpg': [220, 355], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX450_.jpg': [279, 450], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX425_.jpg': [264, 425], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX466_.jpg': [289, 466], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX522_.jpg': [324, 522], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX569_.jpg': [353, 569], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX679_.jpg': [421, 679]}, 'variant': 'PT01', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41l1258uMzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41l1258uMzL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/51B5lXtBgFL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT02', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/218sYmETqaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/218sYmETqaL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT03', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/11kuwyBCljL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/11kuwyBCljL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/215yUg0zubL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT04', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41zs4ELONoL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41zs4ELONoL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX355_.jpg': [220, 355], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX450_.jpg': [279, 450], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX425_.jpg': [264, 425], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX466_.jpg': [289, 466], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX522_.jpg': [324, 522], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX569_.jpg': [353, 569], 'https://m.media-amazon.com/images/I/61vflmVmR4L._AC_SX679_.jpg': [421, 679]}, 'variant': 'PT05', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/41jaIzvK5ZL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jaIzvK5ZL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SY355_.jpg': [355, 308], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SY450_.jpg': [450, 391], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX425_.jpg': [490, 425], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX466_.jpg': [537, 466], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX522_.jpg': [601, 522], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX569_.jpg': [656, 569], 'https://m.media-amazon.com/images/I/51N7hQTc9TL._AC_SX679_.jpg': [782, 679]}, 'variant': 'PT06', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SL1000_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/218sYmETqaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/218sYmETqaL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/315cFo5iKcL._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT07', 'lowRes': None, 'shoppableScene': None}, {'hiRes': None, 'thumb': 'https://m.media-amazon.com/images/I/41v-EpZo7nL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41v-EpZo7nL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/41v-EpZo7nL._AC_SY355_.jpg': [355, 350], 'https://m.media-amazon.com/images/I/41v-EpZo7nL._AC_.jpg': [392, 387]}, 'variant': 'PT08', 'lowRes': None, 'shoppableScene': None}, {'hiRes': 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SL1500_.jpg', 'thumb': 'https://m.media-amazon.com/images/I/31Y49HeLNqL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Y49HeLNqL._AC_.jpg', 'main': {'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SY355_.jpg': [355, 355], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SY450_.jpg': [450, 450], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SX425_.jpg': [425, 425], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SX466_.jpg': [466, 466], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SX522_.jpg': [522, 522], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SX569_.jpg': [569, 569], 'https://m.media-amazon.com/images/I/61IQYz1+u1L._AC_SX679_.jpg': [679, 679]}, 'variant': 'PT90', 'lowRes': None, 'shoppableScene': None}]",
